# ne_cache v1 — ORACLE-PROVENANCE INPUT DATA (m4-pinning §P4/C3; RESEARCH-M §2 amendment).
# Conductor N(E) and root number ε(E) for the height-ordered family
#   {E_{A,B}: y²=x³+Ax+B, H(E)=max(4|A|³,27B²) ≤ X, reduced, nonsingular}.
# N, eps are OBTAINED FROM AN ORACLE (PARI/GP) — a live oracle supplying
# trusted INPUT, not refereeing our numbers; a_p stays COMPUTED (ap_charsum).
# Residual risk: a systematic oracle N/ε error propagates silently — certified
# against pinned ecdata by verify/m4/oracle_dual_overlap_NE (5676 classes exact).
# Generated by: `at ne-cache --X 262144 --out data/m5/ne_cache_x262144.txt`.
# Oracle: PARI/GP [2, 17, 4], ellglobalred(ellinit([0,0,0,A,B]))[1] (N), ellrootno (eps).
# provenance: oracle   (columns N, eps)
# format_version 1
# generator_hash 787e95ade733c99f38e72ccb7d38f049b7e02b59ddb673627c58d8bc346de521
# X 262144
# count 15936
# A B N eps
-24 54 124992 1
-24 55 422064 -1
-24 56 29376 -1
-24 57 129708 -1
-24 58 189504 -1
-24 59 206352 1
-24 60 41904 -1
-24 61 180684 -1
-24 62 775872 1
-24 63 276624 -1
-24 64 6912 -1
-24 65 235116 -1
-24 66 997056 1
-24 67 351504 1
-24 68 5796 -1
-24 69 293004 -1
-24 70 1232064 1
-24 71 1292976 -1
-24 72 4032 -1
-24 73 354348 -1
-24 74 1480896 1
-24 75 220752 1
-24 76 33552 1
-24 77 139716 -1
-24 78 1743552 -1
-24 79 1811376 -1
-24 80 14688 -1
-24 81 162468 -1
-24 82 2020032 1
-24 83 2091312 -1
-24 84 33804 1
-24 85 186372 1
-24 86 770112 -1
-24 87 2385072 -1
-24 88 153792 -1
-24 89 634284 1
-24 90 871488 1
-24 91 2692656 -1
-24 92 173232 -1
-24 93 712908 1
-24 94 977472 -1
-24 95 1004688 -1
-24 96 24192 -1
-24 97 794988 1
-24 98 3264192 1
-23 -98 52660 1
-23 -97 65720 1
-23 -96 3202624 1
-23 -95 3120112 1
-23 -94 189904 -1
-23 -93 1478840 1
-23 -92 2877760 -1
-23 -91 2798704 -1
-23 -90 170032 -1
-23 -89 18104 -1
-23 -88 2566720 1
-23 -87 2491120 1
-23 -86 75512 1
-23 -85 1171256 1
-23 -84 2269504 1
-23 -83 199760 -1
-23 -82 33220 -1
-23 -81 1027832 1
-23 -80 1986112 1
-23 -79 1917424 1
-23 -78 1360 -1
-23 -77 891320 -1
-23 -76 1716544 1
-23 -75 1651312 -1
-23 -74 99184 -1
-23 -73 761720 -1
-23 -72 292160 1
-23 -71 1399024 1
-23 -70 41816 1
-23 -69 639032 -1
-23 -68 1218880 1
-23 -67 1160560 1
-23 -66 17236 -1
-23 -65 523256 1
-23 -64 990784 1
-23 -63 935920 -1
-23 -62 55120 -1
-23 -61 414392 -1
-23 -60 776512 -1
-23 -59 725104 -1
-23 -58 42160 1
-23 -57 312440 1
-23 -56 576064 1
-23 -55 528112 1
-23 -54 15032 -1
-23 -53 43480 -1
-23 -52 389440 1
-23 -51 344944 1
-23 -50 4708 1
-23 -49 129272 -1
-23 -48 216640 1
-23 -47 35120 -1
-23 -46 8464 -1
-23 -45 48056 -1
-23 -44 57664 -1
-23 -43 20080 -1
-23 -42 1040 -1
-23 -41 26248 -1
-23 -40 87488 -1
-23 -39 121616 -1
-23 -38 440 -1
-23 -37 93640 -1
-23 -36 218816 -1
-23 -35 249488 -1
-23 -34 4364 -1
-23 -33 154120 1
-23 -32 336320 -1
-23 -31 363536 1
-23 -30 24368 -1
-23 -29 207688 1
-23 -28 3520 -1
-23 -27 463760 -1
-23 -26 30416 -1
-23 -25 254344 1
-23 -24 529856 -1
-23 -23 550160 1
-23 -22 3560 -1
-23 -21 294088 1
-23 -20 605888 -1
-23 -19 622736 -1
-23 -18 9980 -1
-23 -17 326920 -1
-23 -16 668096 1
-23 -15 681488 1
-23 -14 43376 -1
-23 -13 352840 1
-23 -12 716480 -1
-23 -11 726416 1
-23 -10 3536 1
-23 -9 371848 -1
-23 -8 751040 -1
-23 -7 757520 -1
-23 -6 23848 1
-23 -5 383944 -1
-23 -4 771776 -1
-23 -3 154960 -1
-23 -2 12140 -1
-23 -1 389128 -1
-23 0 33856 -1
-23 1 778256 1
-23 2 48560 1
-23 3 77480 -1
-23 4 771776 1
-23 5 767888 -1
-23 6 47696 -1
-23 7 378760 1
-23 8 751040 1
-23 9 743696 1
-23 10 1768 1
-23 11 363208 1
-23 12 716480 1
-23 13 705680 1
-23 14 10844 1
-23 15 340744 -1
-23 16 668096 -1
-23 17 653840 1
-23 18 39920 1
-23 19 311368 -1
-23 20 605888 1
-23 21 588176 1
-23 22 7120 -1
-23 23 275080 -1
-23 24 529856 1
-23 25 508688 -1
-23 26 15208 1
-23 27 231880 -1
-23 28 3520 1
-23 29 415376 1
-23 30 6092 1
-23 31 181768 -1
-23 32 336320 1
-23 33 308240 -1
-23 34 17456 1
-23 35 124744 -1
-23 36 218816 1
-23 37 187280 -1
-23 38 880 -1
-23 39 60808 1
-23 40 87488 1
-23 41 52496 1
-23 42 520 -1
-23 43 10040 1
-23 44 57664 -1
-23 45 96112 1
-23 46 2116 -1
-23 47 17560 -1
-23 48 216640 1
-23 49 258544 -1
-23 50 18832 1
-23 51 172472 -1
-23 52 389440 1
-23 53 86960 1
-23 54 30064 1
-23 55 264056 1
-23 56 576064 1
-23 57 624880 1
-23 58 21080 1
-23 59 362552 1
-23 60 776512 -1
-23 61 828784 1
-23 62 13780 -1
-23 63 467960 -1
-23 64 990784 1
-23 65 1046512 1
-23 66 68944 -1
-23 67 580280 -1
-23 68 1218880 1
-23 69 1278064 1
-23 70 83632 1
-23 71 699512 1
-23 72 292160 1
-23 73 1523440 -1
-23 74 49592 1
-23 75 825656 1
-23 76 1716544 1
-23 77 1782640 1
-23 78 340 -1
-23 79 958712 1
-23 80 1986112 1
-23 81 2055664 1
-23 82 132880 -1
-23 83 99880 -1
-23 84 2269504 1
-23 85 2342512 -1
-23 86 151024 -1
-23 87 1245560 1
-23 88 2566720 1
-23 89 36208 -1
-23 90 85016 -1
-23 91 1399352 1
-23 92 2877760 -1
-23 93 2957680 -1
-23 94 47476 -1
-23 95 1560056 1
-23 96 3202624 1
-23 97 131440 1
-23 98 210640 1
-22 -98 3467456 -1
-22 -97 3383216 1
-22 -96 1649920 -1
-22 -95 1608664 -1
-22 -94 3135680 -1
-22 -93 3054896 -1
-22 -92 1487488 1
-22 -91 1447960 -1
-22 -90 2817728 -1
-22 -89 548080 -1
-22 -88 1331968 1
-22 -87 1294168 1
-22 -86 502720 1
-22 -85 2439728 -1
-22 -84 27520 -1
-22 -83 1147288 -1
-22 -82 2223296 -1
-22 -81 2152880 1
-22 -80 1041664 1
-22 -79 1007320 -1
-22 -78 1946816 -1
-22 -77 1879856 1
-22 -76 906880 -1
-22 -75 874264 1
-22 -74 1684160 -1
-22 -73 1620656 1
-22 -72 779008 -1
-22 -71 748120 -1
-22 -70 1435328 1
-22 -69 1375280 1
-22 -68 658048 1
-22 -67 628888 1
-22 -66 1200320 -1
-22 -65 1143728 -1
-22 -64 21760 1
-22 -63 516568 -1
-22 -62 979136 -1
-22 -61 37040 -1
-22 -60 436864 1
-22 -59 411160 -1
-22 -58 771776 -1
-22 -57 722096 -1
-22 -56 336640 1
-22 -55 312664 1
-22 -54 578240 1
-22 -53 532016 1
-22 -52 243328 -1
-22 -51 221080 -1
-22 -50 398528 -1
-22 -49 355760 -1
-22 -48 156928 -1
-22 -47 8024 -1
-22 -46 232640 1
-22 -45 193328 1
-22 -44 77440 1
-22 -43 58648 1
-22 -42 80576 1
-22 -41 44720 -1
-22 -40 4864 1
-22 -39 2440 1
-22 -38 57664 -1
-22 -37 90064 -1
-22 -36 12160 1
-22 -35 76136 1
-22 -34 182080 -1
-22 -33 211024 -1
-22 -32 119552 -1
-22 -31 133160 -1
-22 -30 292672 -1
-22 -29 318160 -1
-22 -28 171392 -1
-22 -27 183272 -1
-22 -26 389440 1
-22 -25 411472 -1
-22 -24 16640 1
-22 -23 226472 1
-22 -22 472384 -1
-22 -21 25840 -1
-22 -20 254336 -1
-22 -19 262760 1
-22 -18 541504 -1
-22 -17 556624 -1
-22 -16 285440 -1
-22 -15 5512 -1
-22 -14 119360 1
-22 -13 608464 1
-22 -12 309632 1
-22 -11 62920 -1
-22 -10 638272 1
-22 -9 646480 1
-22 -8 326912 -1
-22 -7 330152 -1
-22 -6 665920 1
-22 -5 670672 -1
-22 -4 337280 -1
-22 -3 338792 1
-22 -2 679744 -1
-22 -1 681040 1
-22 0 30976 -1
-22 1 340520 1
-22 2 679744 -1
-22 3 677584 -1
-22 4 337280 1
-22 5 335336 1
-22 6 665920 1
-22 7 660304 -1
-22 8 326912 1
-22 9 323240 1
-22 10 638272 1
-22 11 125840 1
-22 12 309632 -1
-22 13 304232 -1
-22 14 119360 1
-22 15 11024 -1
-22 16 285440 1
-22 17 278312 -1
-22 18 541504 -1
-22 19 525520 -1
-22 20 254336 1
-22 21 12920 -1
-22 22 472384 -1
-22 23 452944 1
-22 24 16640 -1
-22 25 205736 -1
-22 26 389440 1
-22 27 366544 1
-22 28 171392 1
-22 29 159080 1
-22 30 292672 -1
-22 31 266320 -1
-22 32 119552 1
-22 33 105512 -1
-22 34 182080 -1
-22 35 152272 -1
-22 36 12160 -1
-22 37 45032 1
-22 38 57664 -1
-22 39 4880 1
-22 40 4864 1
-22 41 22360 1
-22 42 80576 -1
-22 43 117296 1
-22 44 77440 1
-22 45 96664 1
-22 46 232640 -1
-22 47 16048 1
-22 48 156928 -1
-22 49 177880 1
-22 50 398528 1
-22 51 442160 -1
-22 52 243328 -1
-22 53 266008 1
-22 54 578240 -1
-22 55 625328 -1
-22 56 336640 1
-22 57 361048 1
-22 58 771776 1
-22 59 822320 -1
-22 60 436864 1
-22 61 18520 -1
-22 62 979136 1
-22 63 1033136 1
-22 64 21760 1
-22 65 571864 1
-22 66 1200320 1
-22 67 1257776 1
-22 68 658048 1
-22 69 687640 1
-22 70 1435328 -1
-22 71 1496240 1
-22 72 779008 -1
-22 73 810328 -1
-22 74 1684160 1
-22 75 1748528 1
-22 76 906880 -1
-22 77 939928 1
-22 78 1946816 1
-22 79 2014640 1
-22 80 1041664 1
-22 81 1076440 -1
-22 82 2223296 1
-22 83 2294576 -1
-22 84 27520 1
-22 85 1219864 -1
-22 86 502720 -1
-22 87 2588336 -1
-22 88 1331968 1
-22 89 274040 1
-22 90 2817728 1
-22 91 2895920 -1
-22 92 1487488 1
-22 93 1527448 -1
-22 94 3135680 1
-22 95 3217328 1
-22 96 1649920 -1
-22 97 1691608 -1
-22 98 3467456 1
-21 -98 508032 1
-21 -97 385776 1
-21 -96 1694304 -1
-21 -95 826524 1
-21 -94 3224448 -1
-21 -93 3143664 1
-21 -92 170208 1
-21 -91 746172 1
-21 -90 33408 1
-21 -89 2829168 -1
-21 -88 16992 -1
-21 -87 669276 -1
-21 -86 2602368 -1
-21 -85 2528496 -1
-21 -84 1227744 -1
-21 -83 66204 1
-21 -82 2312064 1
-21 -81 747216 -1
-21 -80 1086048 -1
-21 -79 58428 1
-21 -78 2035584 1
-21 -77 1968624 -1
-21 -76 951264 -1
-21 -75 459324 1
-21 -74 21888 -1
-21 -73 1709424 -1
-21 -72 274464 -1
-21 -71 396252 -1
-21 -70 169344 1
-21 -69 1464048 -1
-21 -68 702432 -1
-21 -67 336636 -1
-21 -66 1289088 -1
-21 -65 136944 -1
-21 -64 588384 -1
-21 -63 93492 1
-21 -62 1067904 -1
-21 -61 4176 -1
-21 -60 481248 -1
-21 -59 227772 1
-21 -58 860544 1
-21 -57 810864 -1
-21 -56 42336 -1
-21 -55 178524 1
-21 -54 222336 -1
-21 -53 620784 -1
-21 -52 31968 -1
-21 -51 132732 1
-21 -50 487296 -1
-21 -49 63504 -1
-21 -48 201312 -1
-21 -47 1116 1
-21 -46 321408 -1
-21 -45 94032 1
-21 -44 121824 1
-21 -43 5724 1
-21 -42 169344 1
-21 -41 133488 -1
-21 -40 49248 1
-21 -39 16092 -1
-21 -38 3456 1
-21 -37 1296 1
-21 -36 5472 1
-21 -35 15876 -1
-21 -34 1152 1
-21 -33 122256 1
-21 -32 75168 1
-21 -31 44388 -1
-21 -30 203904 -1
-21 -29 25488 1
-21 -28 127008 1
-21 -27 23148 -1
-21 -26 300672 1
-21 -25 35856 -1
-21 -24 171936 1
-21 -23 91044 -1
-21 -22 383616 -1
-21 -21 402192 1
-21 -20 288 -1
-21 -19 109188 1
-21 -18 150912 -1
-21 -17 24624 1
-21 -16 26784 1
-21 -15 123876 1
-21 -14 508032 1
-21 -13 519696 -1
-21 -12 265248 1
-21 -11 15012 1
-21 -10 549504 -1
-21 -9 185904 1
-21 -8 282528 1
-21 -7 1764 1
-21 -6 577152 -1
-21 -5 581904 1
-21 -4 292896 1
-21 -3 147204 1
-21 -2 65664 -1
-21 -1 592272 -1
-21 0 14112 -1
-21 1 148068 -1
-21 2 65664 -1
-21 3 588816 1
-21 4 292896 -1
-21 5 145476 1
-21 6 577152 -1
-21 7 7056 1
-21 8 282528 1
-21 9 46476 -1
-21 10 549504 -1
-21 11 60048 1
-21 12 265248 -1
-21 13 129924 -1
-21 14 508032 1
-21 15 495504 1
-21 16 26784 1
-21 17 6156 -1
-21 18 150912 1
-21 19 436752 1
-21 20 288 1
-21 21 100548 1
-21 22 383616 -1
-21 23 364176 -1
-21 24 171936 1
-21 25 8964 -1
-21 26 300672 1
-21 27 92592 1
-21 28 127008 -1
-21 29 6372 1
-21 30 203904 -1
-21 31 177552 -1
-21 32 75168 1
-21 33 30564 1
-21 34 1152 1
-21 35 63504 -1
-21 36 5472 1
-21 37 324 1
-21 38 3456 -1
-21 39 64368 1
-21 40 49248 -1
-21 41 33372 1
-21 42 169344 -1
-21 43 22896 -1
-21 44 121824 1
-21 45 23508 1
-21 46 321408 1
-21 47 4464 -1
-21 48 201312 1
-21 49 15876 -1
-21 50 487296 1
-21 51 530928 -1
-21 52 31968 -1
-21 53 155196 1
-21 54 222336 -1
-21 55 714096 -1
-21 56 42336 1
-21 57 202716 1
-21 58 860544 -1
-21 59 911088 -1
-21 60 481248 -1
-21 61 1044 -1
-21 62 1067904 1
-21 63 373968 1
-21 64 588384 1
-21 65 34236 1
-21 66 1289088 1
-21 67 1346544 1
-21 68 702432 -1
-21 69 366012 1
-21 70 169344 -1
-21 71 1585008 1
-21 72 274464 -1
-21 73 427356 1
-21 74 21888 1
-21 75 1837296 -1
-21 76 951264 -1
-21 77 492156 1
-21 78 2035584 -1
-21 79 233712 -1
-21 80 1086048 1
-21 81 186804 -1
-21 82 2312064 -1
-21 83 264816 -1
-21 84 1227744 -1
-21 85 632124 1
-21 86 2602368 1
-21 87 2677104 1
-21 88 16992 1
-21 89 707292 1
-21 90 33408 1
-21 91 2984688 -1
-21 92 170208 1
-21 93 785916 -1
-21 94 3224448 1
-21 95 3306096 -1
-21 96 1694304 1
-21 97 96444 -1
-21 98 508032 1
-20 -98 3636928 -1
-20 -97 3552688 -1
-20 -96 4928 -1
-20 -95 846700 -1
-20 -94 3305152 1
-20 -93 3224368 1
-20 -92 98264 -1
-20 -91 766348 -1
-20 -90 2987200 1
-20 -89 2909872 -1
-20 -88 177088 1
-20 -87 689452 1
-20 -86 2683072 -1
-20 -85 2609200 -1
-20 -84 158512 -1
-20 -83 616012 1
-20 -82 48832 1
-20 -81 2322352 -1
-20 -80 35200 -1
-20 -79 546028 -1
-20 -78 2116288 -1
-20 -77 2049328 1
-20 -76 61976 -1
-20 -75 95900 1
-20 -74 1853632 -1
-20 -73 1790128 1
-20 -72 107968 1
-20 -71 416428 1
-20 -70 1604800 -1
-20 -69 1544752 1
-20 -68 92848 -1
-20 -67 356812 -1
-20 -66 1369792 -1
-20 -65 187600 -1
-20 -64 19648 1
-20 -63 300652 1
-20 -62 1148608 -1
-20 -61 1095472 -1
-20 -60 32600 -1
-20 -59 247948 1
-20 -58 941248 -1
-20 -57 891568 1
-20 -56 52672 -1
-20 -55 198700 -1
-20 -54 747712 1
-20 -53 701488 1
-20 -52 41008 -1
-20 -51 152908 1
-20 -50 113600 -1
-20 -49 525232 -1
-20 -48 7552 1
-20 -47 110572 -1
-20 -46 402112 1
-20 -45 362800 -1
-20 -44 10136 -1
-20 -43 71692 -1
-20 -42 250048 -1
-20 -41 214192 -1
-20 -40 11200 1
-20 -39 36268 1
-20 -38 111808 1
-20 -37 79408 1
-20 -36 2992 1
-20 -35 4300 1
-20 -34 12608 -1
-20 -33 5936 1
-20 -32 1088 -1
-20 -31 24212 -1
-20 -30 123200 1
-20 -29 148688 -1
-20 -28 5416 -1
-20 -27 49268 -1
-20 -26 219968 1
-20 -25 4400 1
-20 -24 16448 1
-20 -23 70868 -1
-20 -22 302912 -1
-20 -21 321488 1
-20 -20 21200 -1
-20 -19 5236 1
-20 -18 372032 1
-20 -17 387152 1
-20 -16 896 -1
-20 -15 103700 1
-20 -14 427328 -1
-20 -13 438992 1
-20 -12 14056 -1
-20 -11 114932 1
-20 -10 468800 -1
-20 -9 477008 1
-20 -8 30272 -1
-20 -7 122708 1
-20 -6 496448 1
-20 -5 501200 -1
-20 -4 31568 1
-20 -3 127028 -1
-20 -2 510272 1
-20 -1 511568 -1
-20 0 1600 -1
-20 1 127892 -1
-20 2 510272 -1
-20 3 508112 -1
-20 4 15784 1
-20 5 125300 -1
-20 6 496448 -1
-20 7 490832 1
-20 8 30272 1
-20 9 119252 1
-20 10 468800 1
-20 11 459728 1
-20 12 28112 1
-20 13 109748 1
-20 14 427328 1
-20 15 414800 1
-20 16 896 -1
-20 17 96788 1
-20 18 372032 -1
-20 19 20944 1
-20 20 10600 1
-20 21 80372 1
-20 22 302912 1
-20 23 283472 -1
-20 24 16448 -1
-20 25 1100 -1
-20 26 219968 -1
-20 27 197072 -1
-20 28 10832 -1
-20 29 37172 -1
-20 30 123200 -1
-20 31 96848 -1
-20 32 1088 -1
-20 33 1484 -1
-20 34 12608 1
-20 35 17200 -1
-20 36 1496 -1
-20 37 19852 -1
-20 38 111808 1
-20 39 145072 -1
-20 40 11200 1
-20 41 53548 1
-20 42 250048 -1
-20 43 286768 1
-20 44 20272 -1
-20 45 90700 1
-20 46 402112 1
-20 47 442288 1
-20 48 7552 1
-20 49 131308 1
-20 50 113600 -1
-20 51 611632 -1
-20 52 20504 -1
-20 53 175372 -1
-20 54 747712 1
-20 55 794800 1
-20 56 52672 -1
-20 57 222892 -1
-20 58 941248 -1
-20 59 991792 -1
-20 60 65200 1
-20 61 273868 1
-20 62 1148608 -1
-20 63 1202608 -1
-20 64 19648 -1
-20 65 46900 -1
-20 66 1369792 -1
-20 67 1427248 1
-20 68 46424 1
-20 69 386188 -1
-20 70 1604800 -1
-20 71 1665712 -1
-20 72 107968 1
-20 73 447532 -1
-20 74 1853632 -1
-20 75 383600 -1
-20 76 123952 -1
-20 77 512332 -1
-20 78 2116288 -1
-20 79 2184112 1
-20 80 35200 -1
-20 81 580588 1
-20 82 48832 1
-20 83 2464048 -1
-20 84 79256 -1
-20 85 652300 1
-20 86 2683072 -1
-20 87 2757808 -1
-20 88 177088 1
-20 89 727468 1
-20 90 2987200 1
-20 91 3065392 1
-20 92 196528 1
-20 93 806092 -1
-20 94 3305152 1
-20 95 3386800 1
-20 96 4928 -1
-20 97 888172 1
-20 98 3636928 -1
-19 -98 28984 1
-19 -97 1812856 -1
-19 -96 3542336 1
-19 -95 3459824 1
-19 -94 52784 1
-19 -93 1648696 1
-19 -92 3217472 -1
-19 -91 3138416 1
-19 -90 191264 1
-19 -89 1491448 -1
-19 -88 2906432 1
-19 -87 2830832 1
-19 -86 172256 -1
-19 -85 1341112 -1
-19 -84 2609216 -1
-19 -83 2537072 1
-19 -82 602 1
-19 -81 1197688 -1
-19 -80 2325824 -1
-19 -79 322448 1
-19 -78 17104 1
-19 -77 1061176 1
-19 -76 2056256 -1
-19 -75 1991024 -1
-19 -74 120416 -1
-19 -73 931576 -1
-19 -72 1800512 -1
-19 -71 1738736 1
-19 -70 104864 -1
-19 -69 808888 -1
-19 -68 31808 1
-19 -67 1500272 1
-19 -66 11272 1
-19 -65 693112 -1
-19 -64 1330496 -1
-19 -63 1275632 -1
-19 -62 19088 1
-19 -61 584248 -1
-19 -60 1116224 -1
-19 -59 1064816 1
-19 -58 63392 -1
-19 -57 482296 1
-19 -56 915776 -1
-19 -55 867824 -1
-19 -54 51296 1
-19 -53 387256 -1
-19 -52 729152 1
-19 -51 684656 1
-19 -50 2504 1
-19 -49 299128 1
-19 -48 556352 1
-19 -47 515312 1
-19 -46 464 1
-19 -45 217912 1
-19 -44 397376 1
-19 -43 359792 -1
-19 -42 20192 1
-19 -41 143608 -1
-19 -40 252224 -1
-19 -39 218096 -1
-19 -38 11552 -1
-19 -37 76216 1
-19 -36 120896 -1
-19 -35 90224 1
-19 -34 472 1
-19 -33 15736 -1
-19 -32 3392 1
-19 -31 23824 1
-19 -30 112 1
-19 -29 37832 1
-19 -28 100288 1
-19 -27 124048 1
-19 -26 9184 1
-19 -25 84488 -1
-19 -24 190144 1
-19 -23 210448 1
-19 -22 14368 -1
-19 -21 124232 -1
-19 -20 266176 1
-19 -19 40432 1
-19 -18 73 1
-19 -17 157064 -1
-19 -16 328384 -1
-19 -15 341776 -1
-19 -14 2768 1
-19 -13 182984 -1
-19 -12 12992 -1
-19 -11 386704 -1
-19 -10 24736 1
-19 -9 201992 -1
-19 -8 411328 -1
-19 -7 417808 -1
-19 -6 26464 1
-19 -5 214088 1
-19 -4 432064 -1
-19 -3 435088 -1
-19 -2 3416 -1
-19 -1 219272 1
-19 0 23104 1
-19 1 438544 1
-19 2 6832 1
-19 3 217544 1
-19 4 432064 1
-19 5 428176 -1
-19 6 26464 1
-19 7 208904 -1
-19 8 411328 1
-19 9 403984 -1
-19 10 24736 1
-19 11 193352 1
-19 12 12992 1
-19 13 365968 1
-19 14 1384 1
-19 15 170888 -1
-19 16 328384 1
-19 17 314128 -1
-19 18 1168 -1
-19 19 20216 1
-19 20 266176 -1
-19 21 248464 1
-19 22 14368 -1
-19 23 105224 1
-19 24 190144 -1
-19 25 168976 -1
-19 26 9184 1
-19 27 62024 -1
-19 28 100288 -1
-19 29 75664 -1
-19 30 56 1
-19 31 11912 1
-19 32 3392 1
-19 33 31472 1
-19 34 944 1
-19 35 45112 1
-19 36 120896 -1
-19 37 152432 1
-19 38 11552 1
-19 39 109048 1
-19 40 252224 -1
-19 41 287216 1
-19 42 20192 -1
-19 43 179896 -1
-19 44 397376 1
-19 45 435824 1
-19 46 58 -1
-19 47 257656 -1
-19 48 556352 1
-19 49 598256 -1
-19 50 5008 1
-19 51 342328 1
-19 52 729152 1
-19 53 774512 -1
-19 54 51296 -1
-19 55 433912 1
-19 56 915776 -1
-19 57 964592 -1
-19 58 63392 1
-19 59 532408 1
-19 60 1116224 -1
-19 61 1168496 -1
-19 62 9544 1
-19 63 637816 1
-19 64 1330496 -1
-19 65 1386224 1
-19 66 22544 1
-19 67 750136 1
-19 68 31808 1
-19 69 1617776 -1
-19 70 104864 1
-19 71 869368 -1
-19 72 1800512 -1
-19 73 1863152 1
-19 74 120416 1
-19 75 995512 -1
-19 76 2056256 -1
-19 77 2122352 1
-19 78 8552 1
-19 79 161224 1
-19 80 2325824 -1
-19 81 2395376 1
-19 82 4816 -1
-19 83 1268536 1
-19 84 2609216 -1
-19 85 2682224 -1
-19 86 172256 1
-19 87 1415416 -1
-19 88 2906432 1
-19 89 2982896 1
-19 90 191264 -1
-19 91 1569208 1
-19 92 3217472 -1
-19 93 3297392 1
-19 94 26392 1
-19 95 1729912 -1
-19 96 3542336 1
-19 97 3625712 1
-19 98 57968 1
-18 -98 1258560 1
-18 -97 3691440 -1
-18 -96 1804032 -1
-18 -95 1762776 -1
-18 -94 3443904 1
-18 -93 3363120 -1
-18 -92 328320 -1
-18 -91 534024 1
-18 -90 347328 -1
-18 -89 1016208 -1
-18 -88 1486080 -1
-18 -87 1448280 1
-18 -86 2821824 1
-18 -85 2747952 1
-18 -84 1337472 1
-18 -83 260280 1
-18 -82 843840 1
-18 -81 30384 1
-18 -80 398592 -1
-18 -79 1161432 -1
-18 -78 2255040 -1
-18 -77 2188080 -1
-18 -76 1060992 1
-18 -75 44712 1
-18 -74 1992384 1
-18 -73 642960 1
-18 -72 103680 -1
-18 -71 300744 -1
-18 -70 1743552 1
-18 -69 1683504 1
-18 -68 812160 -1
-18 -67 31320 1
-18 -66 1508544 1
-18 -65 1451952 1
-18 -64 232704 1
-18 -63 74520 1
-18 -62 429120 -1
-18 -61 1234224 -1
-18 -60 590976 1
-18 -59 565272 -1
-18 -58 8640 1
-18 -57 1030320 1
-18 -56 490752 1
-18 -55 155592 1
-18 -54 10944 1
-18 -53 280080 -1
-18 -52 397440 1
-18 -51 375192 -1
-18 -50 706752 1
-18 -49 663984 1
-18 -48 311040 -1
-18 -47 290520 -1
-18 -46 180288 -1
-18 -45 55728 1
-18 -44 77184 1
-18 -43 212760 -1
-18 -42 77760 1
-18 -41 352944 1
-18 -40 158976 -1
-18 -39 141912 -1
-18 -38 250560 -1
-18 -37 72720 1
-18 -36 10368 -1
-18 -35 1368 1
-18 -34 126144 -1
-18 -33 19440 1
-18 -32 34560 -1
-18 -31 20952 -1
-18 -30 15552 -1
-18 -29 9936 1
-18 -28 5760 1
-18 -27 360 -1
-18 -26 27072 1
-18 -25 103248 -1
-18 -24 62208 -1
-18 -23 72360 -1
-18 -22 164160 -1
-18 -21 182736 -1
-18 -20 100224 1
-18 -19 36216 -1
-18 -18 25920 -1
-18 -17 16560 1
-18 -16 131328 -1
-18 -15 138024 1
-18 -14 288576 -1
-18 -13 300240 1
-18 -12 155520 -1
-18 -11 160488 -1
-18 -10 110016 -1
-18 -9 37584 1
-18 -8 11520 -1
-18 -7 176040 1
-18 -6 357696 1
-18 -5 362448 -1
-18 -4 183168 -1
-18 -3 184680 -1
-18 -2 371520 -1
-18 -1 124272 -1
-18 0 2304 1
-18 1 62136 1
-18 2 371520 -1
-18 3 369360 1
-18 4 183168 -1
-18 5 181224 1
-18 6 357696 1
-18 7 352080 1
-18 8 11520 1
-18 9 18792 1
-18 10 110016 1
-18 11 320976 1
-18 12 155520 -1
-18 13 150120 -1
-18 14 288576 -1
-18 15 276048 1
-18 16 131328 -1
-18 17 8280 -1
-18 18 25920 -1
-18 19 72432 -1
-18 20 100224 1
-18 21 91368 1
-18 22 164160 -1
-18 23 144720 -1
-18 24 62208 -1
-18 25 51624 -1
-18 26 27072 -1
-18 27 720 1
-18 28 5760 -1
-18 29 4968 -1
-18 30 15552 1
-18 31 41904 1
-18 32 34560 1
-18 33 9720 -1
-18 34 126144 1
-18 35 2736 1
-18 36 10368 1
-18 37 36360 -1
-18 38 250560 1
-18 39 283824 1
-18 40 158976 1
-18 41 176472 -1
-18 42 77760 -1
-18 43 425520 -1
-18 44 77184 1
-18 45 27864 1
-18 46 180288 -1
-18 47 581040 1
-18 48 311040 1
-18 49 331992 -1
-18 50 706752 -1
-18 51 750384 -1
-18 52 397440 -1
-18 53 140040 1
-18 54 10944 -1
-18 55 311184 1
-18 56 490752 -1
-18 57 515160 -1
-18 58 8640 -1
-18 59 1130544 -1
-18 60 590976 -1
-18 61 617112 -1
-18 62 429120 -1
-18 63 149040 -1
-18 64 232704 1
-18 65 725976 -1
-18 66 1508544 -1
-18 67 62640 1
-18 68 812160 1
-18 69 841752 1
-18 70 1743552 -1
-18 71 601488 -1
-18 72 103680 1
-18 73 321480 1
-18 74 1992384 -1
-18 75 89424 -1
-18 76 1060992 -1
-18 77 1094040 -1
-18 78 2255040 1
-18 79 2322864 1
-18 80 398592 -1
-18 81 15192 -1
